#;CAMINHO NO XML;CAMPO;"REGRAS DE NEG‡CIO PARA A NOTA FISCAL DE SERVIÄO ELETR‚NICA DO 
SISTEMA NACIONAL NFS-e";;;;;;"N÷VEL
DA REGRA";"EMISSORES PÈBLICOS NACIONAIS NFS-e
(SEFIN, WEB, APP)";;ADN NFS-e;;OBSERVAÄÂES DE NEG‡CIO;;;
532;NFSe/infNFSe/DPS/infDPS/valores/trib/totalTrib/vTotTrib;vTotTribEst;Se valor for informado, ent∆o deve ser igual ou maior que 0 e menor ou igual o valor do serviáo.;;Obrig.;Rej.;E0703;Se o valor for informado, ent∆o deve ser igual ou maior que 0 e menor ou igual o valor do serviáo.;1;V;X;V;X;-;;;
533;NFSe/infNFSe/DPS/infDPS/valores/trib/totalTrib/vTotTrib;vTotTribMun;Se valor for informado, ent∆o deve ser igual ou maior que 0 e menor ou igual o valor do serviáo.;;Obrig.;Rej.;E0704;Se o valor for informado, ent∆o deve ser igual ou maior que 0 e menor ou igual o valor do serviáo.;1;V;X;V;X;-;;;
534;NFSe/infNFSe/DPS/infDPS/valores/trib/totalTrib;pTotTrib;-;;-;-;-;-;-;-;-;-;-;-;;;
535;NFSe/infNFSe/DPS/infDPS/valores/trib/totalTrib/pTotTrib;pTotTribFed;Se a al°quota for informada, ent∆o deve ser igual ou maior que 0 e menor ou igual a 100%.;;Obrig.;Rej.;E0706;Se a al°quota for informada, ent∆o deve ser igual ou maior que 0 e menor ou igual a 100%.;1;V;X;V;X;-;;;
536;NFSe/infNFSe/DPS/infDPS/valores/trib/totalTrib/pTotTrib;pTotTribEst;Se a al°quota for informada, ent∆o deve ser igual ou maior que 0 e menor ou igual a 100%.;;Obrig.;Rej.;E0707;Se a al°quota for informada, ent∆o deve ser igual ou maior que 0 e menor ou igual a 100%.;1;V;X;V;X;-;;;
537;NFSe/infNFSe/DPS/infDPS/valores/trib/totalTrib/pTotTrib;pTotTribMun;Se a al°quota for informada, ent∆o deve ser igual ou maior que 0 e menor ou igual a 100%.;;Obrig.;Rej.;E0708;Se a al°quota for informada, ent∆o deve ser igual ou maior que 0 e menor ou igual a 100%.;1;V;X;V;X;-;;;
538;NFSe/infNFSe/DPS/infDPS/valores/trib/totTrib/;indTotTrib;Se a situaá∆o do emitente da DPS perante o Simples Nacional na data de competància informada for ME/EPP, o choice indTotTrib nunca poder† ser informado.;;Obrig.;Rej.;E0712;Para ME/EPP indTotTrib nunca poder† ser informado.;1;V;X;X;X;-;;;
539;;;Se a situaá∆o do emitente da DPS perante o Simples Nacional na data de competància informada for N∆o Optante, indTotTrib e pTotTribSN nunca poder† ser informado.;;Obrig.;Rej.;E0713;Para N∆o Optante do SN os campos, indicador de informaá∆o de valor total de tributos e  percentual aproximado do total dos tributos da al°quota do Simples Nacional (%), n∆o podem ser informado.;1;V;X;X;X;-;;;
540;NFSe/infNFSe/DPS/infDPS/valores/trib/totTrib/;pTotTribSN;;;;;;;;;;;;;;;
541;;;Se a situaá∆o do emitente da DPS perante o Simples Nacional na data de competància informada for MEI, o choice pTotTribSN nunca poder† ser informado.;;Obrig.;Rej.;E0710;Para MEI pTotTribSN nunca poder† ser informado.;1;V;X;X;X;-;;;
542;NFSe/infNFSe/DPS/infDPS/;IBSCBS;ê permitido declarar informaá‰es de IBS/CBS somente a partir da data de competància 01/01/2026.;;Obrig.;Rej.;E0850;ê permitido declarar informaá‰es de IBS/CBS somente a partir da data de competància 01/01/2026.;1;V;V;V;V;-;;;
543;;;Somente Ç permitio declarar informaá‰es de IBS/CBS a partir da vers∆o 1.01 da DPS.;;Obrig.;Rej.;E0854;Somente Ç permitio declarar informaá‰es de IBS/CBS a partir da vers∆o 1,01 da DPS.;1;V;V;V;V;-;;;
544;NFSe/infNFSe/DPS/infDPS/IBSCBS/;finNFSe;-;;-;-;-;-;-;-;-;-;-;-;;;
545;NFSe/infNFSe/DPS/infDPS/IBSCBS/;indFinal;-;;-;-;-;-;-;-;-;-;-;-;;;
546;NFSe/infNFSe/DPS/infDPS/IBSCBS/;cIndOp;O c¢digo indicador da operaá∆o deve constar na tabela de c¢digos conforme ANEXO C.;;Obrig.;Rej.;E0901;C¢digo indicador da operaá∆o inexistente.;1;V;V;V;V;-;;;
547;NFSe/infNFSe/DPS/infDPS/IBSCBS/;tpOper;"tpOper deve ser informado se tpEnteGov for informado ou se o serviáo prestado (cTribNac) corresponder aos serviáos listados da LC 116/2003 (e seus correspondentes na NBS): 25.05; 15.09; 17.12; 10.05.";;Obrig.;Rej.;E0903;"C¢digo do tipo de Operaá∆o (tpOper) deve ser informado quando se tratar de uma compra governamental ou um dos serviáos da LC 116/2003 listados: 25.05; 15.09; 17.12; 10.05.";1;V;V;V;V;-;;;
548;;;"tpOper n∆o pode ser informado se tpEnteGov n∆o for informado ou o serviáo (cTribNac) n∆o corresponder aos serviáos da LC 116/2003 (e seus correspondentes na NBS): 25.05; 15.09; 17.12; 10.05.";;Obrig.;Rej.;E0904;"C¢digo do tipo de Operaá∆o (tpOper) n∆o pode ser informado quando n∆o se tratar de uma compra governamental ou um dos serviáos da LC 116/2003 listados: 25.05; 15.09; 17.12; 10.05.";1;V;V;V;V;-;;;
549;NFSe/infNFSe/DPS/infDPS/IBSCBS/;gRefNFSe;O grupo de documentos referenciados (gRefNFSe) deve ser informado quando tpOper = 2 ou 3.;;Obrig.;Rej.;E0905;O grupo de documentos referenciados deve ser informado para o tipo de operaá∆o (tpOper).;1;V;V;V;V;-;;;
550;;;"O grupo de documentos referenciados (gRefNFSe) n∆o pode ser informado se tpOper n∆o for informado 
ou quando tpOper = 1, 4 ou 5.";;Obrig.;Rej.;E0906;O grupo de documentos referenciados n∆o pode ser informado para o tipo de operaá∆o (tpOper).;1;V;V;V;V;-;;;
551;NFSe/infNFSe/DPS/infDPS/IBSCBS/gRefNFSe/;refNFSe;A chave NFS-e referenciada deve ser uma chave v†lida (validar DV);;Obrig.;Rej.;E0907;NFS-e referenciada Ç inv†lida.;1;V;V;V;V;-;;;
552;NFSe/infNFSe/DPS/infDPS/IBSCBS/;tpEnteGov;-;;-;-;-;-;-;-;-;-;-;-;;;
553;NFSe/infNFSe/DPS/infDPS/IBSCBS/;indDest;-;;-;-;-;-;-;-;-;-;-;-;;;
554;NFSe/infNFSe/DPS/infDPS/IBSCBS/;dest;O destinat†rio s¢ deve ser identificado quando indDest for 1.;;Obrig.;Rej.;E0910;O destinat†rio n∆o deve ser identificado para o c¢digo indicador indDest informado.;1;V;V;V;V;-;;;
555;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/;CNPJ;CNPJ informado na DPS Ç inv†lido (verificar DV).;;Obrig.;Rej.;E0911;CNPJ do destinat†rio informado na DPS Ç inv†lido.;1;V;V;V;V;-;;;
556;;;CNPJ do destinat†rio n∆o existe no cadastro CNPJ na data de competància informada na DPS.;;Obrig.;Rej.;E0912;CNPJ do destinat†rio n∆o encontrado no cadastro CNPJ na data de competància.;1;V;V;X;X;-;;;
557;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/;CPF;CPF informado na DPS Ç inv†lido (verificar DV).;;Obrig.;Rej.;E0913;CPF do destinat†rio informado na DPS Ç inv†lido.;1;V;V;V;V;-;;;
558;;;CPF do destinat†rio n∆o existe no cadastro CPF na data de competància informada na DPS.;;Obrig.;Rej.;E0914;CPF do destinat†rio n∆o encontrado no cadastro CPF na data de competància.;1;V;V;X;X;-;;;
559;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/;NIF;-;;-;-;-;-;-;-;-;-;-;-;;;
560;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/;cNaoNIF;-;;-;-;-;-;-;-;-;-;-;-;;;
561;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/;xNome;-;;-;-;-;-;-;-;-;-;-;-;;;
562;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest;end;-;;-;-;-;-;-;-;-;-;-;-;;;
563;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end;endNac;-;;-;-;-;-;-;-;-;-;-;-;;;
564;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/endNac/;cMun;O c¢digo do munic°pio para o endereáo do destinat†rio do serviáo n∆o existe, conforme tabela IBGE.;;Obrig.;Rej.;E0920;O c¢digo do munic°pio para o endereáo do destinat†rio do serviáo n∆o existe conforme tabela de munic°pio do IBGE.;1;V;V;V;V;-;;;
565;;;Se o destinat†rio for identificado pelo CNPJ, o c¢digo do munic°pio do endereáo do destinat†rio deve existir e corresponder ao munic°pio do seu endereáo no cadastro CNPJ na data de competància informada na DPS.;;Obrig.;Rej.;E0921;O c¢digo do munic°pio informado na DPS para o endereáo do destinat†rio do serviáo, identificado pelo CNPJ, n∆o corresponde ao munic°pio registrado em seus cadastros na data de competància informada na DPS.;1;V;V;V;V;-;;;
566;;;Se o destinat†rio for identificado pelo CPF, o c¢digo do munic°pio do endereáo do destinat†rio deve existir e corresponder ao munic°pio do seu endereáo no cadastro CPF na data de competància informada na DPS.;;Obrig.;Rej.;E0922;O c¢digo do munic°pio informado na DPS para o endereáo do destinat†rio do serviáo, identificado pelo CPF, n∆o corresponde ao munic°pio registrado em seus cadastros na data de competància informada na DPS.;1;V;V;V;V;-;;;
567;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/endNac/;CEP;-;;-;-;-;-;-;-;-;-;-;-;;;
568;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end;endExt;-;;-;-;-;-;-;-;-;-;-;-;;;
569;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/endExt/;cPais;-;;-;-;-;-;-;-;-;-;-;-;;;
570;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/endExt/;cEndPost;-;;-;-;-;-;-;-;-;-;-;-;;;
571;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/endExt/;xCidade;-;;-;-;-;-;-;-;-;-;-;-;;;
572;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/endExt/;xEstProvReg;-;;-;-;-;-;-;-;-;-;-;-;;;
573;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/;xLgr;-;;-;-;-;-;-;-;-;-;-;-;;;
574;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/;nro;-;;-;-;-;-;-;-;-;-;-;-;;;
575;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/;xCpl;-;;-;-;-;-;-;-;-;-;-;-;;;
576;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/;xBairro;-;;-;-;-;-;-;-;-;-;-;-;;;
577;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/;fone;-;;-;-;-;-;-;-;-;-;-;-;;;
578;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/;email;E-mail deve ser informado conforme estrutura (conter @, ponto etc.).;;Obrig.;Rej.;E0930;E-mail inv†lido.;1;V;V;V;V;-;;;
579;NFSe/infNFSe/DPS/infDPS/IBSCBS/;imovel;Se o c¢digo de tributaá∆o nacional (cTribNac) pertencer a um dos subitens, 07.02.01, 07.02.02, 07.04.01, 07.05,01, 07.05.02, 07.06.01, 07.06.02, 07.07.01, 07.08.01, 07.17.01 e 07.19.01 da lista de serviáos, ent∆o o grupo de informaá‰es de im¢vel n∆o Ç permitido. ;;Obrig.;Rej.;E0931;N∆o Ç permitido o grupo de informaá‰es relativo a im¢vel quando o c¢digo de tributaá∆o nacional, relativo Ö construá∆o civil, for infomado na DPS.;1;V;V;V;V;-;;;
580;;;Se o c¢digo de tributaá∆o nacional (cTribNac) n∆o pertencer a algum dos subitens 07.02.01, 07.02.02, 07.04.01, 07.05,01, 07.05.02, 07.06.01, 07.06.02, 07.07.01, 07.08.01, 07.17.01 e 07.19.01 da lista de serviáos e, o c¢digo indicador da operaá∆o (cIndOp) for relativo a operaá‰es com im¢veis (020101, 020201 ou 020301), ent∆o o grupo de informaá‰es de im¢vel Ç obrigat¢rio.;;Obrig.;Rej.;E0932;ê obrigat¢rio o grupo de informaá‰es relativo ao im¢vel na DPS quando o c¢digo indicador da operaá∆o informado for relacionado Ö im¢vel conforme a tabela IndOp do ANEXO_C-INDOP_IBSCBS-SNNFSe-ESPEC.;1;V;V;V;V;-;;;
581;;;Se o c¢digo de tributaá∆o nacional (cTribNac) n∆o pertencer a algum dos subitens 07.02.01, 07.02.02, 07.04.01, 07.05,01, 07.05.02, 07.06.01, 07.06.02, 07.07.01, 07.08.01, 07.17.01 e 07.19.01 da lista de serviáos e, o c¢digo indicador da operaá∆o (cIndOp) n∆o for relativo a operaá‰es com im¢veis (020101, 020201 ou 020301), ent∆o o grupo de informaá‰es de im¢vel n∆o Ç permitido.;;Obrig.;Rej.;E0928;N∆o Ç permitido o grupo de informaá‰es relativo a im¢vel quando o c¢digo de tributaá∆o nacional (cTribNac) n∆o pertencer a algum dos subitens 07.02.01, 07.02.02, 07.04.01, 07.05,01, 07.05.02, 07.06.01, 07.06.02, 07.07.01, 07.08.01, 07.17.01 e 07.19.01 da lista de serviáos e, o c¢digo indicador da operaá∆o (cIndOp) n∆o for relativo a operaá‰es com im¢veis (020101, 020201 ou 020301), conforme a tabela IndOp do ANEXO_C-INDOP_IBSCBS-SNNFSe-ESPEC.;1;V;V;V;V;-;;;
582;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/;inscImobFisc;-;;-;-;-;-;-;-;-;-;-;-;;;
583;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/;cCIB;C¢digo do Cadastro Imobili†rio Brasileito - CIB deve ser um c¢digo v†lido - 7 caracteres + DV;;Obrig.;Rej.;E0933;C¢digo CIB inv†lido.;1;V;V;V;V;-;;;
584;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/;end;-;;-;-;-;-;-;-;-;-;-;-;;;
585;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/;CEP;-;;-;-;-;-;-;-;-;-;-;-;;;
586;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/;endExt;Se o pais local da prestaá∆o do serviáo foi informado (cPaisPrestacao foi informado), ent∆o o grupo de informaá‰es de endereáo no exterior deve ser informado.;;Obrig.;Rej.;E0934;O grupo de informaá‰es de endereáo da atividade sobre bem im¢vel ocorrido no exterior deve ser informado quando o pa°s do local da prestaá∆o for informado na DPS.;1;V;V;V;V;-;;;
587;;;Se o munic°pio local da prestaá∆o do serviáo foi informado (cMunPrestacao foi informado), ent∆o o grupo de informaá‰es de endereáo no exterior n∆o pode ser informado.;;Obrig.;Rej.;E0935;O grupo de informaá‰es de endereáo da atividade sobre bem im¢vel ocorrido no exterior n∆o deve ser informado quando o munic°pio do local da prestaá∆o for informado na DPS.;1;V;V;V;V;-;;;
588;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/endExt/;cEndPost;-;;-;-;-;-;-;-;-;-;-;-;;;
589;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/endExt/;xCidade;-;;-;-;-;-;-;-;-;-;-;-;;;
590;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/endExt/;xEstProvReg;-;;-;-;-;-;-;-;-;-;-;-;;;
591;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/;xLgr;-;;-;-;-;-;-;-;-;-;-;-;;;
592;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/;nro;-;;-;-;-;-;-;-;-;-;-;-;;;
593;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/;xCpl;-;;-;-;-;-;-;-;-;-;-;-;;;
594;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/;xBairro;-;;-;-;-;-;-;-;-;-;-;-;;;
595;NFSe/infNFSe/DPS/infDPS/IBSCBS/;valores;-;;-;-;-;-;-;-;-;-;-;-;;;
596;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/;gReeRepRes;-;;-;-;-;-;-;-;-;-;-;-;;;
597;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/;documentos;-;;-;-;-;-;-;-;-;-;-;-;;;
598;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos;dFeNacional;-;;-;-;-;-;-;-;-;-;-;-;;;
599;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/dFeNacional/;tipoChaveDFe;-;;-;-;-;-;-;-;-;-;-;-;;;
600;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/dFeNacional/;xTipoChaveDFe;-;;-;-;-;-;-;-;-;-;-;-;;;
601;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/dFeNacional/;chaveDFe;"A chave do Documento Fiscal eletrìnico - DF-e deve estar no formato DF-e indicado no tipo.
Verificar tamanho: NFSe - 50 d°gitos e NFe e CTe - 44 d°gitos";;Obrig.;Rej.;E0940;Chave DF-e incorreta.;1;V;V;V;V;-;;;
602;;;-;;-;-;-;-;-;-;-;-;-;-;;;
603;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos;docFiscalOutro;Outros documentos fiscais s¢ podem ser informados se a data de competància do documento (dtCompDoc) for anterior a 31/12/2025.;;Obrig.;Rej.;E0942;Outros documentos ficais fiscais n∆o podem ser informados quando a data de competància for posterior a 31 de dezembro de 2025.;1;V;V;V;V;-;;;
604;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/docFiscalOutro/;cMunDocFiscal;O c¢digo deve existir conforme tabela de munic°pio do IBGE.;;Obrig.;Rej.;E0943;O c¢digo do munic°pio emissor do documento fiscal para fins de reembolso, repasse e ressarcimento que n∆o est† no reposit¢rio nacional est† incorreto.;1;V;V;V;V;-;;;
605;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/docFiscalOutro/;nDocFiscal;-;;-;-;-;-;-;-;-;-;-;-;;;
606;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/docFiscalOutro/;xDocFiscal;-;;-;-;-;-;-;-;-;-;-;-;;;
607;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos;docOutro;-;;-;-;-;-;-;-;-;-;-;-;;;
608;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/docOutro/;nDoc;-;;-;-;-;-;-;-;-;-;-;-;;;
609;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/docOutro/;xDoc;-;;-;-;-;-;-;-;-;-;-;-;;;
610;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos;fornec;-;;-;-;-;-;-;-;-;-;-;-;;;
611;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/fornec/;CNPJ;CNPJ informado na DPS Ç inv†lido (verificar DV).;;Obrig.;Rej.;E0945;CNPJ do fornecedor de reembolso, repasse e ressarcimento informado na DPS Ç inv†lido.;1;V;V;V;V;-;;;
612;;;CNPJ do fornecedor n∆o existe no cadastro CNPJ na data de competància informada na DPS.;;Obrig.;Rej.;E0946;CNPJ do fornecedor de reembolso, repasse e ressarcimento informado n∆o encontrado no cadastro CNPJ na data de competància.;1;V;V;X;X;-;;;
613;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/fornec/;CPF;CPF informado na DPS Ç inv†lido (verificar DV).;;Obrig.;Rej.;E0947;CPF do fornecedor de reembolso, repasse e ressarcimento informado informado na DPS Ç inv†lido.;1;V;V;V;V;-;;;
614;;;CPF do fornecedor n∆o existe no cadastro CPF na data de competància informada na DPS.;;Obrig.;Rej.;E0948;CPF do fornecedor de reembolso, repasse e ressarcimento informado n∆o encontrado no cadastro CPF na data de competància.;1;V;V;X;X;-;;;
615;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/fornec/;NIF;-;;-;-;-;-;-;-;-;-;-;-;;;
616;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/fornec/;cNaoNIF;-;;-;-;-;-;-;-;-;-;-;-;;;
617;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/fornec/;xNome;-;;-;-;-;-;-;-;-;-;-;-;;;
618;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/;dtEmiDoc;Data de emiss∆o do documento tem que ser igual ou posterior Ö data de competància (dtCompDoc);;Obrig.;Rej.;E0950;Data de emiss∆o do documento tem que ser igual ou posterior Ö data de competància (dtCompDoc);1;V;V;V;V;-;;;
619;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/;dtCompDoc;Data de competància do documento tem que ser igual ou anterior Ö data de emiss∆o (dtEmiDoc);;Obrig.;Rej.;E0951;Data de competància do documento tem que ser igual ou anterior Ö data de emiss∆o (dtEmiDoc);1;V;V;V;V;-;;;
620;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/;tpReeRepRes;-;;-;-;-;-;-;-;-;-;-;-;;;
621;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/;xTpReeRepRes;A descriá∆o do tipo de reembolso, repasse e ressarcimento s¢ deve ser informada quando o tpReeRepRes = 99;;Obrig.;Rej.;E0952;A descriá∆o do tipo de reembolso, repasse e ressarcimento n∆o deve ser preenchida.;1;V;V;V;V;-;;;
622;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/;vlrReeRepRes;O valor reembolso, repasse e ressarcimento deve ser menor ou igual ao valor do serviáo prestado.;;Obrig.;Rej.;E0953;O valor reembolso, repasse e ressarcimento deve ser menor ou igual ao valor do serviáo prestado.;1;V;V;V;V;-;;;
623;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/;trib;-;;-;-;-;-;-;-;-;-;-;-;;;
624;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/trib/;gIBSCBS;-;;-;-;-;-;-;-;-;-;-;-;;;
625;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/trib/gIBSCBS/;CST;-;;-;-;-;-;-;-;-;-;-;-;;;
626;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/trib/gIBSCBS/;cClassTrib;C¢digo da classificaá∆o tribut†ria - cClassTrib informado n∆o Ç suportado para as operaá‰es de prestaá∆o de serviáos (validoParaSiglaDfeInformado = false);;Obrig.;Rej.;E0958;cClassTrib para IBS/CBS incorreto para operaá∆o de prestaá∆o de serviáos.;1;V;V;V;V;CALCULADORA;;;
